"pedido_id","usuario_id","nombre_usuario","fecha","edad","total","costo_envio","metodo_pago","num_productos","total_unidades","porcentaje_cancelados_previos","hora_compra","es_fin_de_semana","dias_desde_ultimo_pedido","antiguedad_cuenta_dias","estado_envio","resumen_productos","clase_y"
"6a6e4dbc46feabf3642b05b0","6a6e40420c7e024088e53fc6","Jorge Ramírez","2024-01-02T12:05:42.000Z","18","640","65","PayPal","3","7","0.0","12","0","999","367","Hidalgo","Almoadillas de algodon (x3) | Alfapar 10.3 (x3) | Acetona quinta esmalte 98(60 ml) (x1)","0"
"6a6e4dbc46feabf3642b05b4","6a6e43efa976faa4ec8a404a","Elena Cruz","2024-01-02T14:54:16.200Z","40","960","115","Efectivo","3","6","0.0","14","0","999","367","Estado de Mexico","Alfapar 9.3 (x2) | Alfapar 7.66I (x1) | Alfapar 8.1 (x3)","1"
"6a6e4dbc46feabf3642b05b8","6a6e43efa976faa4ec8a3fe7","Carlos Cruz","2024-01-02T17:42:50.400Z","32","180","115","PayPal","1","1","0.0","17","0","999","367","Estado de Mexico","acrílico organic blanco (white) (x1)","0"
"6a6e4dbc46feabf3642b05ba","6a6e43efa976faa4ec8a3f5a","Valeria González","2024-01-02T20:31:24.600Z","27","1810","115","Efectivo","4","11","0.0","20","0","999","367","Estado de Mexico","Alicate Alaska Pedicure (x3) | 4x4 Balsamo Negro Liquido (x2) | 4x4 Pomada Gris 100ml. (x3) | 4x4 Cuchilla DLC (x3)","1"
"6a6e4dbc46feabf3642b05bf","6a6e43efa976faa4ec8a4001","Mateo Flores","2024-01-02T23:19:58.800Z","44","360","105","Transferencia","1","2","0.0","23","0","999","367","Queretaro","Alfapar Oxido 30 vol. 1000ml. (x2)","1"
"6a6e4dbc46feabf3642b05c1","6a6e43efa976faa4ec8a3fe4","Elena López","2024-01-03T02:08:33.000Z","38","1180","105","Efectivo","3","7","0.0","2","0","999","367","Queretaro","Andis (x2) | Alfaparf 10.342 (x2) | Acetona Pura Touche 980ml (x3)","1"
"6a6e4dbc46feabf3642b05c5","6a6e40420c7e024088e53fb5","Mateo Flores","2024-01-03T04:57:07.200Z","53","540","105","Transferencia","2","4","0.0","4","0","999","367","Queretaro","4x4 gel afeitar 955kg. blanco (x2) | 4x4 Aftershave Amarillo 400ml. (x2)","1"
"6a6e4dbc46feabf3642b05c8","6a6e43efa976faa4ec8a3fe4","Elena López","2024-01-03T07:45:41.400Z","38","1210","125","Transferencia","2","4","100.0","7","0","0","367","Veracruz","Alfapar Keratin Therapy Shampoo 250ml. (x3) | Alfapar 10.21 (x1)","1"
"6a6e4dbc46feabf3642b05cb","6a6e43efa976faa4ec8a3f69","Diego Vásquez","2024-01-03T10:34:15.600Z","36","150","105","PayPal","1","1","0.0","10","0","999","367","Queretaro","4x4 Off-Road Crecimiento de Barba 60g. (x1)","0"
"6a6e4dbc46feabf3642b05cd","6a6e43efa976faa4ec8a3fee","Diego González","2024-01-03T13:22:49.800Z","53","195","105","PayPal","1","3","0.0","13","0","999","368","Queretaro","adhesivo latex para rulos o pads liftin j denis (x3)","0"
"6a6e4dbc46feabf3642b05cf","6a6e43efa976faa4ec8a3f7f","Lucía González","2024-01-03T16:11:24.000Z","43","1010","115","Efectivo","3","4","0.0","16","0","999","368","Estado de Mexico","aashta tijera ps154 (x2) | Alfapar 4.66I (x1) | Alfapar shampoo Rigen Dañado 250g. (x1)","1"
"6a6e4dbc46feabf3642b05d3","6a6e43efa976faa4ec8a3ff9","Ana Rodríguez","2024-01-03T18:59:58.200Z","37","1760","125","Efectivo","4","11","0.0","18","0","999","368","Veracruz","Alfapar 8.32 (x2) | Alfapar 8.34 (x3) | Alfapar 5.65 (x3) | Alfapar 7.53 (x3)","1"
"6a6e4dbc46feabf3642b05d8","6a6e43efa976faa4ec8a3f9b","Jorge Flores","2024-01-03T21:48:32.400Z","47","330","115","Transferencia","1","3","0.0","21","0","999","368","Estado de Mexico","4X4 Gel Cubre Cana 315gr. (x3)","0"
"6a6e4dbc46feabf3642b05da","6a6e40420c7e024088e53fb2","Lucía González","2024-01-04T00:37:06.600Z","43","50","65","Transferencia","1","1","0.0","0","0","999","368","Hidalgo","Acetona Pura Mediana arys (x1)","0"
"6a6e4dbc46feabf3642b05dc","6a6e40420c7e024088e53fd4","Valeria Pérez","2024-01-04T03:25:40.800Z","29","5225","0","PayPal","4","9","0.0","3","0","999","368","Queretaro","Andis slimline pro li (x3) | Acrílicos De Colores Touche diamonds (x3) | Adesivo para extenciones Pestañas (x1) | Adhesivo Para Rulos frasquito chico blanco (x2)","0"
"6a6e4dbc46feabf3642b05e1","6a6e423bc67baa40f00d6690","Gabriel Martínez","2024-01-04T06:14:15.000Z","47","1260","95","PayPal","4","10","0.0","6","0","999","368","Puebla","4x4 Balsamo Cubre Canas 100g. (x2) | Alfapar 7.32 (x2) | Alexander tijera (x3) | Alicate Lobo1330-00 (x3)","0"
"6a6e4dbc46feabf3642b05e6","6a6e40420c7e024088e53faf","Diego Ramírez","2024-01-04T09:02:49.200Z","51","960","115","Efectivo","3","6","0.0","9","0","999","368","Estado de Mexico","Alfapar 10 (x1) | Alfapar 7.13 (x3) | Alfapar 4 (x2)","0"
"6a6e4dbc46feabf3642b05ea","6a6e43efa976faa4ec8a402d","Ana Rodríguez","2024-01-04T11:51:23.400Z","36","1790","55","Transferencia","4","8","0.0","11","0","999","368","Hidalgo","4x4 spray (x2) | 4X4 Combo pow 5 pz. (x1) | Acetona Pura Mediana arys (x3) | 4x4 Aftershave Rojo 400ml. (x2)","0"
"6a6e4dbc46feabf3642b05ef","6a6e43efa976faa4ec8a3fe4","Elena López","2024-01-04T14:39:57.600Z","38","890","95","PayPal","3","6","100.0","14","0","1","369","Puebla","4x4 Cera en Polvo Volumizador Amarillo (x1) | Ampolletas Revive Bifasica (x2) | Alfapar 7.32 (x3)","0"
"6a6e4dbc46feabf3642b05f3","6a6e43efa976faa4ec8a3f8e","Camila González","2024-01-04T17:28:31.800Z","48","1180","55","Transferencia","4","8","0.0","17","0","999","369","Hidalgo","Alexander style porta navaja (x1) | 4x4 Pomada Extrafirme Verde 200g. (x3) | Alfapar 4.65 (x3) | Alfapar 7.45 (x1)","0"
"6a6e4dbc46feabf3642b05f8","6a6e423bc67baa40f00d66d7","Gabriel García","2024-01-04T20:17:06.000Z","33","1595","95","PayPal","4","8","0.0","20","0","999","369","Puebla","Alfapar nutritivo Mask (x1) | Ampolletas Alfaparf Semi Di Lino Essential Oil (Azul) (x2) | ACETONA ORGANIC 120 ML (x3) | Andis Cuchilla Mini (x2)","0"
"6a6e4dbc46feabf3642b05fd","6a611b68fab13c48304f9592","David Dela Cruz","2024-01-04T23:05:40.200Z","38","1280","105","PayPal","4","6","0.0","23","0","999","369","Queretaro","4X4 Cuchilla Normal (x3) | Alfapar 5.5 (x1) | Alfapar 5NB (x1) | Alexander style porta navaja (x1)","0"
"6a6e4dbc46feabf3642b0602","6a6e43efa976faa4ec8a3ffe","Daniela Rodríguez","2024-01-05T01:54:14.400Z","35","205","65","PayPal","2","3","0.0","1","0","999","369","Hidalgo","Alaska Tijera Manicure (x2) | Aguja Peina Facil 5pz. V/Colores (x1)","0"
"6a6e4dbc46feabf3642b0605","6a6e423bc67baa40f00d66c2","Valeria Martínez","2024-01-05T04:42:48.600Z","49","2590","0","PayPal","4","7","0.0","4","0","999","369","Estado de Mexico","Alfapar 10.1 (x2) | aashta kit 2 pz. (x3) | Alfapar 1 (x1) | Alfaparf 10.342 (x1)","0"
"6a6e4dbc46feabf3642b060a","6a6e43efa976faa4ec8a3fc6","María Martínez","2024-01-05T07:31:22.800Z","34","1140","55","PayPal","2","6","0.0","7","0","999","369","Hidalgo","Alfapar 6.23 (x3) | Andis Cool Care Plus (x3)","0"
"6a6e4dbc46feabf3642b060d","6a6e43efa976faa4ec8a404c","Elena Martínez","2024-01-05T10:19:57.000Z","24","480","105","PayPal","1","3","0.0","10","0","3","369","Queretaro","Alfapar 02 (x3)","0"
"6a6e4dbc46feabf3642b060f","6a6e423bc67baa40f00d66d5","Diego Morales","2024-01-05T13:08:31.200Z","33","2910","0","Transferencia","2","5","0.0","13","0","999","370","Estado de Mexico","Amura depilacion definitiva (x3) | Alfapar Oxido 20vol. 1000ml. (x2)","0"
"6a6e4dbc46feabf3642b0612","6a6e43efa976faa4ec8a4043","Sofia Sánchez","2024-01-05T15:57:05.400Z","30","110","65","Transferencia","1","1","0.0","15","0","999","370","Hidalgo","4x4 Balsamo Cubre Canas 100g. (x1)","1"
"6a6e4dbc46feabf3642b0614","6a6e423bc67baa40f00d66d0","Camila Cruz","2024-01-05T18:45:39.600Z","25","1100","55","Efectivo","3","8","0.0","18","0","999","370","Hidalgo","4X4 Aftershave Power Green 400ml. (x3) | Alfapar 9.2 (x2) | 4x4 Aftershave Rojo 400ml. (x3)","0"
"6a6e4dbc46feabf3642b0618","6a6e43efa976faa4ec8a4046","Luis Martínez","2024-01-05T21:34:13.800Z","24","280","65","Efectivo","2","3","0.0","21","0","999","370","Hidalgo","Alkahzar agua de rosas (x2) | Alfapar 7.4 (x1)","0"
"6a6e4dbc46feabf3642b061b","6a6e423bc67baa40f00d668c","Elena Sánchez","2024-01-06T00:22:48.000Z","28","1155","125","Efectivo","3","9","0.0","0","1","999","370","Veracruz","Alfapar Oxido 10 vol. 1000ml. (x3) | Acetona Touche 225ml. (x3) | Alfapar 10.1 (x3)","1"
"6a6e4dbc46feabf3642b061f","6a6e423bc67baa40f00d66c4","Jorge Morales","2024-01-06T03:11:22.200Z","53","3820","0","PayPal","3","6","0.0","3","1","999","370","Puebla","aashta kit 2 pz. (x1) | 4X4 oferta combo barber de 5 pz. (x3) | 4X4 Gel para afeitar menta 1kg (x2)","0"
"6a6e4dbc46feabf3642b0623","6a6e43efa976faa4ec8a3fb2","Diego Pérez","2024-01-06T05:59:56.400Z","30","1530","125","Transferencia","4","9","0.0","5","1","999","370","Veracruz","Ampolletas Revive Bifasica (x3) | Andis Cool Care Plus (x2) | Alfapar 7 (x1) | Alfapar 9.3 (x3)","1"
"6a6e4dbc46feabf3642b0628","6a6e43efa976faa4ec8a404a","Elena Cruz","2024-01-06T08:48:30.600Z","40","1170","55","Efectivo","3","4","100.0","8","1","4","370","Hidalgo","Alfapar 8.3 (x1) | Alfapar Semi di lino 50ml. (x2) | Andis Cuchilla Mini (x1)","1"
"6a6e4dbc46feabf3642b062c","6a6e40420c7e024088e53fd4","Valeria Pérez","2024-01-06T11:37:04.800Z","29","720","125","Transferencia","2","5","0.0","11","1","2","370","Veracruz","Alfapar 9.04 (x3) | Alicate Lobo1330-00 (x2)","1"
"6a6e4dbc46feabf3642b062f","6a6e423bc67baa40f00d66e1","Carlos García","2024-01-06T14:25:39.000Z","52","4725","0","Transferencia","4","11","0.0","14","1","999","371","Veracruz","Alfapar 11.11 (x3) | 4X4 Combo Maquina platinum Clipper/Trimmer (x2) | Alfapar 7.34 (x3) | Adhesivo Tubo Transparente J.D/10gramos (x3)","1"
"6a6e4dbc46feabf3642b0634","6a6e40420c7e024088e53fb2","Lucía González","2024-01-06T17:14:13.200Z","43","1450","55","Transferencia","4","8","0.0","17","1","3","371","Hidalgo","4x4 Cuchilla Platino trimer DLC (x1) | Alfapar 5.62 (x3) | 4x4 Off-Road Crecimiento de Barba 60g. (x2) | Alfapar 10.21 (x2)","0"
"6a6e4dbc46feabf3642b0639","6a6e423bc67baa40f00d66a3","Jorge García","2024-01-06T20:02:47.400Z","54","590","95","PayPal","2","5","0.0","20","1","999","371","Puebla","Acrílico Zodiaco (x3) | Alfapar 5.35 (x2)","0"
"6a6e4dbc46feabf3642b063c","6a6e43efa976faa4ec8a4046","Luis Martínez","2024-01-06T22:51:21.600Z","24","850","115","PayPal","3","6","0.0","22","1","1","371","Estado de Mexico","Alfapar 8.34 (x2) | Alain silver tratamiento (x3) | 4x4 shampoo cbd bergamota 500ml. (x1)","1"
"6a6e4dbc46feabf3642b0640","6a6e40420c7e024088e53fc0","Carlos Gómez","2024-01-07T01:39:55.800Z","29","1215","65","PayPal","4","8","0.0","1","1","999","371","Hidalgo","Alfapar 5NI (x2) | Alicate barrilito (x1) | Alfapar 10.21 (x2) | Alfaparf 11.02 (x3)","1"
"6a6e4dbc46feabf3642b0645","6a6e43efa976faa4ec8a3fcc","Diego Sánchez","2024-01-07T04:28:30.000Z","37","1360","105","Transferencia","3","5","0.0","4","1","999","371","Queretaro","Alfapar salone shampoo 500ml. (x2) | Alexander tijera (x2) | Alfaparf spray porificante 100ml. (x1)","1"
"6a6e4dbc46feabf3642b0649","6a6e43efa976faa4ec8a3f71","Gabriel Sánchez","2024-01-07T07:17:04.200Z","34","210","55","PayPal","1","3","0.0","7","1","999","371","Hidalgo","4x4 Goma 280ml. (x3)","0"
"6a6e4dbc46feabf3642b064b","6a6e40420c7e024088e53faa","Gabriel Martínez","2024-01-07T10:05:38.400Z","29","320","95","Efectivo","1","2","0.0","10","1","999","371","Puebla","Alfapar 11.21 (x2)","0"
"6a6e4dbc46feabf3642b064d","6a6e423bc67baa40f00d66da","Fernando López","2024-01-07T12:54:12.600Z","19","360","55","Transferencia","1","2","0.0","12","1","999","372","Hidalgo","Alfapar Oxido 40 vol. 1000ml. (x2)","0"
"6a6e4dbc46feabf3642b064f","6a6e43efa976faa4ec8a3ff7","Lucía Morales","2024-01-07T15:42:46.800Z","24","1450","65","Efectivo","4","9","0.0","15","1","999","372","Hidalgo","Ampolletas Revive Bifasica (x3) | Alfapar Oxido 30 vol. 1000ml. (x2) | Alfapar 01 (x1) | Alfapar 6.66I (x3)","1"
"6a6e4dbc46feabf3642b0654","6a6e43efa976faa4ec8a404b","Sofia Sánchez","2024-01-07T18:31:21.000Z","37","2090","115","Transferencia","4","8","0.0","18","1","999","372","Estado de Mexico","Andis Cuchilla Mini (x3) | Alfapar 11.00 (x3) | Alicate Gc Medium (x1) | Ampolletas Revive Teñido (x1)","0"
"6a6e4dbc46feabf3642b0659","6a6e43efa976faa4ec8a403c","Ana Sánchez","2024-01-07T21:19:55.200Z","36","480","125","Efectivo","1","3","0.0","21","1","6","372","Veracruz","Alfapar 7NB (x3)","1"
"6a6e4dbc46feabf3642b065b","6a6e43efa976faa4ec8a3fc3","Alejandro Ramírez","2024-01-08T00:08:29.400Z","34","1155","65","Efectivo","4","9","0.0","0","0","999","372","Hidalgo","Alfapar 6.66I (x2) | Alfapar 9.31 (x2) | Adhesivo J.Denis Transparente con keratina (x3) | 4x4 Aftershave Rojo 400ml. (x2)","1"
"6a6e4dbc46feabf3642b0660","6a6e43efa976faa4ec8a403c","Ana Sánchez","2024-01-08T02:57:03.600Z","36","310","115","Transferencia","2","2","50.0","2","0","0","372","Estado de Mexico","Alfapar 000SSS (x1) | Acrílico Eteri Organic (x1)","1"
"6a6e4dbc46feabf3642b0663","6a6e43efa976faa4ec8a3fdc","Sofia Gómez","2024-01-08T05:45:37.800Z","48","280","105","Efectivo","1","2","0.0","5","0","999","372","Queretaro","4x4 Pomada Azul 200g (x2)","1"
"6a6e4dbc46feabf3642b0665","6a6e423bc67baa40f00d66ca","Elena Rodríguez","2024-01-08T08:34:12.000Z","35","5320","0","PayPal","4","9","0.0","8","0","999","372","Hidalgo","Andis slimline pro li (x3) | Aguja Peina Facil 5pz. V/Colores (x2) | Ampolletas Revive Fortificante (x2) | adhesivo libre de latex (x2)","0"
"6a6e4dbc46feabf3642b066a","6a6e43efa976faa4ec8a3f74","Alejandro Sánchez","2024-01-08T11:22:46.200Z","40","195","95","Efectivo","1","3","0.0","11","0","999","372","Puebla","Adhesivo J.Denis Para Rulos/Pestañas. (x3)","1"
"6a6e4dbc46feabf3642b066c","6a6e43efa976faa4ec8a3f6c","Mateo Morales","2024-01-08T14:11:20.400Z","27","1430","125","Transferencia","4","9","0.0","14","0","999","373","Veracruz","Alfapar 4.52 (x2) | Ampolletas Alfaparf Semi Di Lino Shine Lotion (Lila) (x3) | Alfapar benvoleo olio nutritivo 100ml. (x2) | 4x4 Gel Para Afeitar Citrico 485ml. (x2)","0"
"6a6e4dbc46feabf3642b0671","6a6e43efa976faa4ec8a401c","Diego López","2024-01-08T16:59:54.600Z","50","470","95","Efectivo","3","8","0.0","16","0","999","373","Puebla","Adesivo para extenciones Pestañas (x3) | Adhesivo J.Denis Oscuro con keratina (x2) | 4x4 papel cuello blanco rollo (x3)","0"
"6a6e4dbc46feabf3642b0675","6a6e43efa976faa4ec8a3fde","Elena Sánchez","2024-01-08T19:48:28.800Z","51","3065","0","Efectivo","4","7","0.0","19","0","999","373","Queretaro","Adhesivo Tubo Transparente J.D/10gramos (x1) | 4x4 Off-Road Crecimiento de Barba 60g. (x3) | Alfapar 4.32 (x1) | 4X4 Maquina inalambrica clipper heavy duty metalica G. (x2)","1"
"6a6e4dbc46feabf3642b067a","6a6e43efa976faa4ec8a3f84","Fernando Vásquez","2024-01-08T22:37:03.000Z","25","2430","95","Efectivo","4","9","0.0","22","0","999","373","Puebla","Alexander Style Tijera 7.5 (x3) | acrílico organic blanco (white) (x2) | Alfaparf shampoo cabello dañado 1 L. (x2) | Alfapar 7 (x2)","1"
"6a6e4dbc46feabf3642b067f","6a6e423bc67baa40f00d66b8","Lucía Rodríguez","2024-01-09T01:25:37.200Z","34","860","125","PayPal","3","6","0.0","1","0","999","373","Veracruz","Alfapar 7.43 (x3) | Alicate Gc Medium (x2) | Alfapar 4.32 (x1)","0"
"6a6e4dbc46feabf3642b0683","6a6e43efa976faa4ec8a3fde","Elena Sánchez","2024-01-09T04:14:11.400Z","51","500","115","Efectivo","2","4","100.0","4","0","0","373","Estado de Mexico","Alfapar 11.20 (x2) | Alfapar Brocha y cio para tinte (x2)","1"
"6a6e4dbc46feabf3642b0686","6a6e43efa976faa4ec8a404f","Gabriel Martínez","2024-01-09T07:02:45.600Z","53","160","125","PayPal","1","1","0.0","7","0","7","373","Veracruz","Alfapar 7.6 (x1)","0"
"6a6e4dbc46feabf3642b0688","6a6e423bc67baa40f00d66c0","María Martínez","2024-01-09T09:51:19.800Z","44","1720","95","Transferencia","2","3","0.0","9","0","999","373","Puebla","aashta kit 2 pz. (x2) | Alfapar Maschera Plex 150g. (x1)","1"
"6a6e4dbc46feabf3642b068b","6a6e423bc67baa40f00d66b3","Diego Sánchez","2024-01-09T12:39:54.000Z","29","180","105","Efectivo","1","3","0.0","12","0","999","374","Queretaro","Ampolletas Alfaparf Semi Di Lino Essential Oil (Azul) (x3)","0"
"6a6e4dbc46feabf3642b068d","6a6e43efa976faa4ec8a3fc6","María Martínez","2024-01-09T15:28:28.200Z","34","450","125","Efectivo","1","3","0.0","15","0","4","374","Veracruz","Ampolletas Revive Fortificante (x3)","1"
"6a6e4dbc46feabf3642b068f","6a6e43efa976faa4ec8a3f5d","Fernando Ramírez","2024-01-09T18:17:02.400Z","19","1210","65","PayPal","3","6","0.0","18","0","999","374","Hidalgo","Alfapar Semidelino nutritivo shampoo 250 ml. (x2) | adhesivo supreme j denis para pestañas mink (x1) | Alicate GC Large (x3)","0"
"6a6e4dbc46feabf3642b0693","6a6e43efa976faa4ec8a4040","Sofia García","2024-01-09T21:05:36.600Z","21","320","125","Efectivo","1","2","0.0","21","0","999","374","Veracruz","Alfapar 5NI (x2)","0"
"6a6e4dbc46feabf3642b0695","6a6e423bc67baa40f00d66ea","Lucía Ramírez","2024-01-09T23:54:10.800Z","29","1100","125","PayPal","2","4","0.0","23","0","999","374","Veracruz","Alfapar keratin therapy lisse acondicionador 250ml. (x1) | aashta ps -807 (x3)","0"
"6a6e4dbc46feabf3642b0698","6a6e40420c7e024088e53fd4","Valeria Pérez","2024-01-10T02:42:45.000Z","29","2020","105","PayPal","4","7","50.0","2","0","4","374","Queretaro","Alfapar 6.4 (x1) | Alfapar Semidelino nutritivo shampoo 250 ml. (x2) | Alfapar Maschera Plex 150g. (x2) | Alfapar 8.3 (x2)","0"
"6a6e4dbc46feabf3642b069d","6a6e43efa976faa4ec8a3fdc","Sofia Gómez","2024-01-10T05:31:19.200Z","48","1570","65","Efectivo","3","6","100.0","5","0","2","374","Hidalgo","4x4 Cera Telaraña 100ml. (x2) | Alfapar keratin serum 125 ml (x3) | Alfapar 5 (x1)","1"
"6a6e4dbc46feabf3642b06a1","6a6e43efa976faa4ec8a4034","Fernando Ramírez","2024-01-10T08:19:53.400Z","32","620","55","Efectivo","2","4","0.0","8","0","999","374","Hidalgo","Alfapar 7 (x2) | Ampolletas Revive Cationica (x2)","1"
"6a6e4dbc46feabf3642b06a4","6a6e43efa976faa4ec8a3ff7","Lucía Morales","2024-01-10T11:08:27.600Z","24","240","105","Efectivo","1","3","100.0","11","0","3","374","Queretaro","4x4 Pomada Extrafirme Verde 100g. (x3)","1"
"6a6e4dbc46feabf3642b06a6","6a6e423bc67baa40f00d66d6","Sofia Gómez","2024-01-10T13:57:01.800Z","38","750","65","Efectivo","4","6","0.0","13","0","999","375","Hidalgo","Alfapar 6.3 (x1) | Aluminio Profesional Mopi (x2) | Alfapar 10NB (x1) | Alfapar 9.31 (x2)","1"
"6a6e4dbc46feabf3642b06ab","6a6e43efa976faa4ec8a3fd8","Gabriel Rodríguez","2024-01-10T16:45:36.000Z","48","940","65","Efectivo","4","6","0.0","16","0","999","375","Hidalgo","Alfapar 10.1 (x2) | 4x4 Mascarilla Capilar Open Secret (x2) | Andis Cool Care Plus (x1) | Alfapar 7.35 (x1)","0"
"6a6e4dbc46feabf3642b06b0","6a6e43efa976faa4ec8a402a","Carlos Pérez","2024-01-10T19:34:10.200Z","43","320","65","Efectivo","1","2","0.0","19","0","999","375","Hidalgo","Alfapar 10NB (x2)","0"
"6a6e4dbc46feabf3642b06b2","6a6e423bc67baa40f00d66e1","Carlos García","2024-01-10T22:22:44.400Z","52","2600","0","Transferencia","4","11","100.0","22","0","4","375","Puebla","Andis (x2) | Alfaparf 7.24 (x3) | Alfapar keratin serum 125 ml (x3) | Acetona Pura Touche 980ml (x3)","0"
"6a6e4dbc46feabf3642b06b7","6a6e40420c7e024088e53fdb","Sofia Sánchez","2024-01-11T01:11:18.600Z","54","515","105","Transferencia","2","4","0.0","1","0","999","375","Queretaro","Alfapar 10.3 (x3) | 4x4 Guantes nitrilo negros (x1)","1"
"6a6e4dbc46feabf3642b06ba","6a6e40420c7e024088e53fde","Fernando Pérez","2024-01-11T03:59:52.800Z","48","1110","115","Efectivo","4","7","0.0","3","0","999","375","Estado de Mexico","Ampolletas Revive Teñido (x1) | Alfapar 7.35 (x2) | Alfapar 5NB (x3) | Alfapar 8NB (x1)","1"
"6a6e4dbc46feabf3642b06bf","6a6e43efa976faa4ec8a3f6c","Mateo Morales","2024-01-11T06:48:27.000Z","27","960","95","Efectivo","4","6","0.0","6","0","3","375","Puebla","Alfaparf 7.24 (x2) | Alfapar 8.66I (x1) | Alfapar 6.23 (x1) | alfapar 013 (x2)","1"
"6a6e4dbc46feabf3642b06c4","6a6e43efa976faa4ec8a3fc9","Alejandro Rodríguez","2024-01-11T09:37:01.200Z","22","795","65","Efectivo","4","7","0.0","9","0","999","375","Hidalgo","Alicate Alaska Spa (x1) | Alfapar 9.04 (x2) | Adesivo para extenciones Pestañas (x3) | 4x4 Enfriador de Maquinas 400g. (x1)","0"
"6a6e4dbc46feabf3642b06c9","6a6e40420c7e024088e53fc7","Jorge Morales","2024-01-11T12:25:35.400Z","53","800","55","PayPal","3","5","100.0","12","0","9","376","Hidalgo","Alfapar 5.6 (x3) | Alfapar 5.35 (x1) | Alfapar 11.13 (x1)","1"
"6a6e4dbc46feabf3642b06cd","6a6e43efa976faa4ec8a3f6b","Gabriel Pérez","2024-01-11T15:14:09.600Z","46","475","65","Transferencia","2","2","0.0","15","0","999","376","Hidalgo","4x4 Balsamo Negro Liquido (x1) | alfapar Real Rigen mascar. dañado 500g. (x1)","0"
"6a6e4dbc46feabf3642b06d0","6a6e43efa976faa4ec8a4008","Mateo González","2024-01-11T18:02:43.800Z","43","160","105","PayPal","1","1","0.0","18","0","999","376","Queretaro","Alfapar 8.43 (x1)","0"
"6a6e4dbc46feabf3642b06d2","6a6e40420c7e024088e53fc9","Elena Morales","2024-01-11T20:51:18.000Z","24","1370","95","PayPal","4","8","0.0","20","0","999","376","Puebla","Alfapar 6.32 (x2) | Alfapar 4.65 (x3) | 4x4 Cuchilla DLC (x1) | 4x4 Cera en Polvo Volumizador Amarillo (x2)","0"
